"ID","OR","Last Name","First Name","Team","Status","Status Details","Eligible Positions","Avg. Pick","Avg. Round","Avg. Cost","% Drafted","G (P)","A (P)","+/- (P)","PPP (P)","SOG (P)","BLK (P)","W (G)","GA (G)","SV (G)","SHO (G)","Image"
"453.p.7274","1080","Laczynski","Tanner","VGK","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/xUFbExpV.SABI8sDbstX0A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11062023/7274.png"
"453.p.9323","1081","Salomonsson","Elias","WPG","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/5oZpjOlrJ_MjQ1Z9b4MhPA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/9323.png"
"453.p.9331","1082","Sykora","Adam","NYR","NotAvailable","NA","LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/XSTs5c1I3gXN3bngB.nlIQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11092023/9331.png"
"453.p.7284","1083","Mattinen","Nicolas","TOR","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Sh_8.ccOYqdwqBuqEDs.HA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/20170209/7284.png"
"453.p.7289","1084","Abols","Rodrigo","PHI","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/V2VSthxOVTD9JiLgnp5bXA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11052019/7289.png"
"453.p.7296","1085","Barron","Travis","UTA","NotAvailable","NA","LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/MKg4NN2Qb9Dga7aaukvewA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/20170209/7296.png"
"453.p.7297","1086","Davies","Jeremy","OTT","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/VvBKG3iz0qMNjvoLe5j8bQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11032023/7297.png"
"453.p.9345","1087","Zhilkin","Danil","WPG","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/6fvZkz9_slYJB4HSwmV0Ow--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/9345.png"
"453.p.9364","1088","Dumais","Jordan","CBJ","Other","IR-NR - Lower Body","RW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/aDUtUMkMCn4jLeH4FKTb9g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/9364.png"
"453.p.9383","1089","Booth","Angus","LA","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/_zGeOkndq6JiFQ9HHX1WAQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11272023/9383.png"
"453.p.9413","1090","Sward","Graham","NSH","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.9430","1091","Szuber","Maksymilian","UTA","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.5363","1092","Landeskog","Gabriel","COL","Injured","IR-LT - Knee","LW","164.5","14.2","$1.0","60%","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/8xNrPjuHwlYkQPiU8p32Ow--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10092024/5363.png"
"453.p.7435","1093","Gleason","Ben","EDM","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/FL_Ga0X8QOacfbFi5g5AOw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11222023/7435.png"
"453.p.9495","1094","Sillinger","Owen","CBJ","NotAvailable","NA","LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/SveGwqOctEpR_DOywb9UHQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/9495.png"
"453.p.5405","1095","Jenner","Boone","CBJ","Injured","IR - Shoulder","C,LW","171.7","14.9","$1.0","18%","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/ayZ0LUVIOnQueJygLHRVQg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/5405.png"
"453.p.7469","1096","Highmore","Matthew","OTT","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/H1FyB8hRs1D_CYZ_RD9C5Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11072023/7469.png"
"453.p.30000","1097","Nesterenko","Nikita","ANA","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/8qmi0ly.1elvDzImZD4WMQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10082023/30000.png"
"453.p.9522","1098","Frank","Ethen","WSH","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/oQC0jEIFbKd3kkOZmeLXeA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10052023/9522.png"
"453.p.7481","1099","Lettieri","Vinni","BOS","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Ws_cKEKrfmVTtq.UxpIBqQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11272023/7481.png"
"453.p.7488","1100","DeSimone","Nick","NJ","Available","","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/fNJXm2CUS0Gq1YOi6n6qpA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11062023/7488.png"
"453.p.30024","1101","Nazar","Frank","CHI","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/g1eOm3dlFbnqqonhoOplgQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10072024/30024.png"
"453.p.9549","1102","Abate","Joseph","BOS","NotAvailable","NA","LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/L3gc1Hkb_DXd5RCodVznjg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10122023/9549.png"
"453.p.7506","1103","Rosen","Calle","COL","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/RP.MKQl3_UBC1FjjvqHNQg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10302023/7506.png"
"453.p.9555","1104","Sedoff","Christoffer","VGK","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.9571","1105","Rifai","Marshall","TOR","Available","","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/WnZg2dPTyWuZASatqOB2EA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10262023/9571.png"
"453.p.7548","1106","Lind","Kole","DAL","NotAvailable","NA","RW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/mrI_wm_vwQRporPqbI9jxw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10032023/7548.png"
"453.p.7553","1107","Lindstrom","Gustav","ANA","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/BGcWDxzS8vQVyK4BuUHbwQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11282023/7553.png"
"453.p.7556","1108","Anderson-Dolan","Jaret","WPG","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/FQaq3TvBNPNfooRwEXkO6w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10312024/7556.png"
"453.p.9607","1109","Burke","Nolan","SJ","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/MQIoM_eY3T3Y5LKF.N46tg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102023/9607.png"
"453.p.7561","1110","Salo","Robin","NYI","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/sc1fwb9c7s4XbTIbYf5UeA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/7561.png"
"453.p.7568","1111","Studnicka","Jack","LA","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/lfZgDQ0w4cmCtuWquPPxIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10132023/7568.png"
"453.p.7577","1112","Leschyshyn","Jake","NYR","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/wz.UtAdtU4ejjLuBR9SfVg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11092023/7577.png"
"453.p.30106","1113","McDonough","Aidan","FLA","NotAvailable","NA","LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/MlWAOipvF_jcIZSNCel.lg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10132023/30106.png"
"453.p.5536","1114","McCormick","Max","SEA","NotAvailable","NA","LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Fa2k.m2N5PRO0TlYOmWE_A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10032023/5536.png"
"453.p.7584","1115","Entwistle","MacKenzie","FLA","NotAvailable","NA","RW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/aNxvrrhl5zpC9VdCKDyZXQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10142024/7584.png"
"453.p.30115","1116","McKown","Hunter","CBJ","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/1DfMMBVTaBR1nrHcs.JayA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/30115.png"
"453.p.30117","1117","Ottavainen","Ville","SEA","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.30122","1118","Kuntar","Trevor","BOS","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/szDAnRmavnPn4dX.ylH0mg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10122023/30122.png"
"453.p.7596","1119","Walsh","Reilly","LA","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/AJRdSl6TOVonk8oGJpDqMA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10122023/7596.png"
"453.p.7597","1120","Crotty","Cameron","MIN","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/sO0t_YSoau9DyumZJHKoTQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10242022/7597.png"
"453.p.30129","1121","Farrell","Sean","MTL","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/eey472fZ3uY4sOolCm90kw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11282023/30129.png"
"453.p.7610","1122","Rathbone","Jack","BUF","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/6YIrNyuZQukIQfQo0Eg2Mg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10132023/7610.png"
"453.p.7612","1123","Shaw","Mason","WPG","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/vq0aCOj2TornEuPH3n5qfw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10032024/7612.png"
"453.p.30147","1124","Morrow","Scott","CAR","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.30150","1125","Hirose","Akito","VAN","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Cmygm.Cj7QDuBJVhBxptbg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10132023/30150.png"
"453.p.30151","1126","Livingstone","Jake","NSH","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/UujPoCbILw.jzN70p07mJA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102023/30151.png"
"453.p.7623","1127","Hoefenmayer","Noel","EDM","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/fGh0BZKtiLrfvU2lRYM99Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11222023/7623.png"
"453.p.7632","1128","Bemstrom","Emil","PIT","NotAvailable","NA","RW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/z0t3TeYjZLYalTF9e9zPug--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/7632.png"
"453.p.30162","1129","Mitchell","Travis","NYI","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.30173","1130","McWard","Cole","VAN","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/8CZ6Q_dabZ_xtr_1CNaFlQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10132023/30173.png"
"453.p.7654","1131","Aho","Sebastian","PIT","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/hl9BG940x7SZdcn3Qdw1Aw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10072024/7654.png"
"453.p.30184","1132","Cowan","Easton","TOR","NotAvailable","NA","RW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/9ZjXvvqLCZ2BN36tWoKyoA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10262023/30184.png"
"453.p.30207","1133","Edstrom","David","VGK","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.5632","1134","Krug","Torey","STL","Injured","IR-LT - Ankle","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/zyj4vdhrrBty7j.njEUUDw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10302023/5632.png"
"453.p.30211","1135","Fischer","Paul","EDM","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.7688","1136","Pare","Cedric","TOR","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/I_IXCmgxkVYUwz.0pAshJw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10312018/7688.png"
"453.p.7694","1137","Meyer","Carson","ANA","NotAvailable","NA","RW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/zYAUdISBwDz3r0xvaYLN7Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/7694.png"
